Donors Returns - 2013-14,
 data exported: 01/Feb/2017 12:02,
DonorClientNm,DonorAddressLine1,DonorSuburb,DonorStateAb,DonorPostcode,RecipientClientNm,DonationDt,AmountPaid,
"National Australia Bank Limited","Level 1, 800 Bourke Street","DOCKLANDS","VIC","3008","Australian Labor Party (ALP) / ALP","27/03/2014 12:00:00 AM","200.0000",
"National Australia Bank Limited","Level 1, 800 Bourke Street","DOCKLANDS","VIC","3008","Liberal Party of Australia (Victorian Division) / LIB-VIC","06/05/2014 12:00:00 AM","200.0000",
"National Australia Bank Limited","Level 1, 800 Bourke Street","DOCKLANDS","VIC","3008","Liberal Party of Australia, NSW Divison / LIB-NSW","03/06/2014 12:00:00 AM","100.0000",
"National Australia Bank Limited","Level 1, 800 Bourke Street","DOCKLANDS","VIC","3008","Liberal Party of Australia, NSW Divison / LIB-NSW","22/07/2013 12:00:00 AM","85.0000",
"National Club Limited","17 Innes Road","GREENWICH","NSW","2065","National Party of Australia","09/08/2013 12:00:00 AM","80000.0000",
"National Club Limited","17 Innes Road","GREENWICH","NSW","2065","Liberal Party of Australia","09/08/2013 12:00:00 AM","20000.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","09/09/2013 12:00:00 AM","15000.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","17/09/2013 12:00:00 AM","11000.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch)","09/09/2013 12:00:00 AM","7500.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","17/09/2013 12:00:00 AM","5500.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","09/09/2013 12:00:00 AM","4500.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","17/09/2013 12:00:00 AM","3300.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","23/08/2013 12:00:00 AM","3000.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","National Party of Australia - N.S.W.","02/09/2013 12:00:00 AM","2500.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch)","15/08/2013 12:00:00 AM","1995.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch)","09/09/2013 12:00:00 AM","1800.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Liberal Party of Australia (S.A. Division)","10/02/2014 12:00:00 AM","1000.0000",
"NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED","9a York Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","16/08/2013 12:00:00 AM","500.0000",
"Nedigi Pty Ltd","Level 2, 53 Cross St","DOUBLE BAY","NSW","2028","Liberal Party of Australia LIB","19/07/2013 12:00:00 AM","25000.0000",
"Nedigi Pty Ltd","Level 2, 53 Cross St","DOUBLE BAY","NSW","2028","Liberal Party of Australia NSW Branch LIB-NSW","16/08/2013 12:00:00 AM","20000.0000",
"Nedigi Pty Ltd","Level 2, 53 Cross St","DOUBLE BAY","NSW","2028","Liberal Party of Australia LIB","17/08/2013 12:00:00 AM","1000.0000",
"New Idea Furniture P/L","737 Marshall Rd","MALAGA","WA","6090","Australian Labor Party (ALP)","29/07/2013 12:00:00 AM","33000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","Liberal Party of Australia, NSW Division","23/01/2014 12:00:00 AM","11000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","Liberal Party of Australia, NSW Division","08/08/2013 12:00:00 AM","10000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","National Party of Australia - N.S.W.","25/03/2014 12:00:00 AM","5000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","Australian Labor Party (N.S.W. Branch)","29/04/2014 12:00:00 AM","5000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","Liberal Party of Australia, NSW Division","16/04/2014 12:00:00 AM","4500.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","Liberal Party of Australia, NSW Division","19/07/2013 12:00:00 AM","4000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","National Party of Australia - N.S.W.","18/09/2013 12:00:00 AM","2000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","National Party of Australia - N.S.W.","12/09/2013 12:00:00 AM","1500.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","National Party of Australia - N.S.W.","12/09/2013 12:00:00 AM","1250.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","National Party of Australia - N.S.W.","12/09/2013 12:00:00 AM","1250.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","National Party of Australia - N.S.W.","14/08/2013 12:00:00 AM","1000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","Liberal National Party of Queensland","21/08/2013 12:00:00 AM","1000.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","Liberal Party of Australia, NSW Division","28/06/2014 12:00:00 AM","500.0000",
"New South Wales Minerals Council Ltd","PO Box H367","Ausralia Square","NSW","1215","National Party of Australia - N.S.W.","28/06/2014 12:00:00 AM","250.0000",
"Next Level Holdings Pty Ltd","GPO Box 411","BRISBANE","QLD","4001","Liberal National Party of Queensland","29/08/2013 12:00:00 AM","8250.0000",
"Next Level Holdings Pty Ltd","GPO Box 411","BRISBANE","QLD","4001","Liberal National Party of Queensland","25/06/2014 12:00:00 AM","3800.0000",
"Next Level Holdings Pty Ltd","GPO Box 411","BRISBANE","QLD","4001","Liberal National Party of Queensland","07/02/2014 12:00:00 AM","3300.0000",
"Next Level Holdings Pty Ltd","GPO Box 411","BRISBANE","QLD","4001","Liberal National Party of Queensland","08/05/2014 12:00:00 AM","1900.0000",
"Next Level Holdings Pty Ltd","GPO Box 411","BRISBANE","QLD","4001","Liberal National Party of Queensland","01/06/2014 12:00:00 AM","1900.0000",
"Next Level Holdings Pty Ltd","GPO Box 411","BRISBANE","QLD","4001","Liberal National Party of Queensland","14/07/2013 12:00:00 AM","950.0000",
"Next Level Holdings Pty Ltd","GPO Box 411","BRISBANE","QLD","4001","Liberal National Party of Queensland","14/07/2013 12:00:00 AM","500.0000",
"Nimrod Resources Limited","Level 8 Waterfront Place 1 Eagle Street","BRISBANE","QLD","4000","Liberal Party of Australia","31/01/2014 12:00:00 AM","500000.0000",
"Nioa Nominees PTY LTD ATF Bill Nioa Family Trust","PO Box 191","PINKENBA","QLD","4008","Katter's Australian Party","30/12/2013 12:00:00 AM","31200.0000",
"Nioa Nominees PTY LTD ATF Bill Nioa Family Trust","PO Box 191","PINKENBA","QLD","4008","Katter's Australian Party","27/08/2013 12:00:00 AM","20000.0000",
"Nioa Nominees PTY LTD ATF Bill Nioa Family Trust","PO Box 191","PINKENBA","QLD","4008","Katter's Australian Party","31/03/2014 12:00:00 AM","15600.0000",
"Nioa Nominees PTY LTD ATF Bill Nioa Family Trust","PO Box 191","PINKENBA","QLD","4008","Katter's Australian Party","30/07/2013 12:00:00 AM","7082.0000",
"Nioa Nominees PTY LTD ATF Bill Nioa Family Trust","PO Box 191","PINKENBA","QLD","4008","Katter's Australian Party","28/08/2013 12:00:00 AM","2437.0000",
"Nioa Nominees PTY LTD ATF Bill Nioa Family Trust","PO Box 191","PINKENBA","QLD","4008","Katter's Australian Party","13/01/2014 12:00:00 AM","1921.0000",
"Northern Star Resources Ltd","Level 1, 388 Hay Street","SUBIACO","WA","6008","Liberal Party (W.A. Division) Inc.","23/08/2013 12:00:00 AM","20000.0000",
"Novartis Pharmaceuticals Australia Pty Limited","54 Waterloo Road","NORTH RYDE","NSW","2113","ALP","20/06/2014 12:00:00 AM","27500.0000",
"Novartis Pharmaceuticals Australia Pty Limited","54 Waterloo Road","NORTH RYDE","NSW","2113","LIB","20/06/2014 12:00:00 AM","27500.0000",
"Novartis Pharmaceuticals Australia Pty Limited","54 Waterloo Road","NORTH RYDE","NSW","2113","ALP","23/07/2013 12:00:00 AM","1500.0000",
"Omnioffices Pty Ltd","Level 57 MLC Centre 19 Martin Place","Sydney","NSW","2000","Liberal Party of Australia","27/05/2014 12:00:00 AM","6000.0000",
"Optom Admin","c/- Matthews Steer CA Level 2, 7 English St","ESSENDON FIELDS","VIC","3041","DLP-VIC","14/08/2013 12:00:00 AM","100000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/08/2013 12:00:00 AM","12000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","28/04/2014 12:00:00 AM","11600.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","15/04/2014 12:00:00 AM","11000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia - Tasmanian Division","28/03/2014 12:00:00 AM","6600.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","26/05/2014 12:00:00 AM","5000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","06/08/2013 12:00:00 AM","5000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","28/08/2013 12:00:00 AM","5000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","National Party of Australia","07/05/2014 12:00:00 AM","4400.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","13/11/2013 12:00:00 AM","3300.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/08/2013 12:00:00 AM","2500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","06/08/2013 12:00:00 AM","2000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","29/07/2013 12:00:00 AM","2000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","30/12/2013 12:00:00 AM","2000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","07/08/2013 12:00:00 AM","2000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","18/03/2014 12:00:00 AM","1900.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","26/02/2014 12:00:00 AM","1500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","26/09/2013 12:00:00 AM","1500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia - Tasmanian Division","30/12/2013 12:00:00 AM","1500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","28/03/2014 12:00:00 AM","1500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","26/09/2013 12:00:00 AM","1500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","09/05/2014 12:00:00 AM","1500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","28/08/2013 12:00:00 AM","1500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","28/04/2014 12:00:00 AM","1100.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","28/08/2013 12:00:00 AM","1100.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","National Party of Australia","15/05/2014 12:00:00 AM","1100.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","26/09/2013 12:00:00 AM","1000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/08/2013 12:00:00 AM","1000.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","23/05/2014 12:00:00 AM","600.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","07/08/2013 12:00:00 AM","550.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","28/03/2014 12:00:00 AM","500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/03/2014 12:00:00 AM","500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","05/02/2014 12:00:00 AM","500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/03/2014 12:00:00 AM","500.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","03/07/2013 12:00:00 AM","400.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","National Party of Australia - Victoria","06/05/2014 12:00:00 AM","400.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","29/05/2014 12:00:00 AM","270.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","National Party of Australia - Victoria","09/05/2014 12:00:00 AM","220.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","01/04/2014 12:00:00 AM","214.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","26/09/2013 12:00:00 AM","200.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","26/06/2014 12:00:00 AM","150.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","26/06/2014 12:00:00 AM","125.0000",
"Origin Energy","Level 45 Australia Square 264-278 George Street","SYDNEY","NSW","2000","Australian Labor Party (ACT Branch)","09/08/2013 12:00:00 AM","125.0000",
"P. Marks Investment Pty Ltd","313 Glenferrie Road","Malvern","VIC","3144","Liberal Party of Australia","30/06/2014 12:00:00 AM","250000.0000",
"P. Marks Investment Pty Ltd","313 Glenferrie Road","Malvern","VIC","3144","Liberal Party of Australia","30/06/2014 12:00:00 AM","181361.0000",
"Pacific Equity Partners Pty Limited","Level 31, 126 Phillip Street","SYDNEY","NSW","2000","ALP","01/08/2013 12:00:00 AM","27500.0000",
"Pacific Equity Partners Pty Limited","Level 31, 126 Phillip Street","SYDNEY","NSW","2000","ALP","18/02/2014 12:00:00 AM","2000.0000",
"Pacific Equity Partners Pty Limited","Level 31, 126 Phillip Street","SYDNEY","NSW","2000","ALP","19/03/2014 12:00:00 AM","1000.0000",
"Pacific Hydro","Level 11, 474 Flinders Street","MELBOURNE","VIC","3000","Australian Greens, Tasmanian Branch","16/07/2013 12:00:00 AM","15000.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","30/06/2014 12:00:00 AM","244826.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","30/06/2014 12:00:00 AM","198632.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","17/07/2013 12:00:00 AM","181864.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/08/2013 12:00:00 AM","142086.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","26/08/2013 12:00:00 AM","140900.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","23/09/2013 12:00:00 AM","100000.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","15/08/2013 12:00:00 AM","91183.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","06/09/2013 12:00:00 AM","90916.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","25/07/2013 12:00:00 AM","85573.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/08/2013 12:00:00 AM","84370.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/07/2013 12:00:00 AM","70821.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","12/08/2013 12:00:00 AM","70587.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/07/2013 12:00:00 AM","44736.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/10/2013 12:00:00 AM","33945.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","12/09/2013 12:00:00 AM","33440.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","25/07/2013 12:00:00 AM","31162.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/07/2013 12:00:00 AM","30810.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","30/06/2014 12:00:00 AM","27370.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","17/07/2013 12:00:00 AM","25807.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/07/2013 12:00:00 AM","22479.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","29/08/2013 12:00:00 AM","19418.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","25/07/2013 12:00:00 AM","17282.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/07/2013 12:00:00 AM","17133.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","12/08/2013 12:00:00 AM","15619.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","09/08/2013 12:00:00 AM","15218.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","08/09/2013 12:00:00 AM","14715.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","09/08/2013 12:00:00 AM","14439.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","24/08/2013 12:00:00 AM","13700.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","25/08/2013 12:00:00 AM","13700.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","12/09/2013 12:00:00 AM","13028.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","04/10/2013 12:00:00 AM","12470.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/07/2013 12:00:00 AM","10692.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","30/06/2014 12:00:00 AM","10361.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","24/07/2013 12:00:00 AM","9610.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","11/10/2013 12:00:00 AM","8705.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","12/09/2013 12:00:00 AM","8639.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","26/08/2013 12:00:00 AM","8500.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","30/08/2013 12:00:00 AM","8470.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/07/2013 12:00:00 AM","8264.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","27/09/2013 12:00:00 AM","8055.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","17/03/2014 12:00:00 AM","7224.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","13/09/2013 12:00:00 AM","7065.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","09/08/2013 12:00:00 AM","6600.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","27/08/2013 12:00:00 AM","6470.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","05/09/2013 12:00:00 AM","5877.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","20/08/2013 12:00:00 AM","5642.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","09/08/2013 12:00:00 AM","5612.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","17/03/2014 12:00:00 AM","5485.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","17/03/2014 12:00:00 AM","5461.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","17/03/2014 12:00:00 AM","5379.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","12/09/2013 12:00:00 AM","5157.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","19/09/2013 12:00:00 AM","5100.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","19/07/2013 12:00:00 AM","5000.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","19/10/2013 12:00:00 AM","4500.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/07/2013 12:00:00 AM","4395.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","28/09/2013 12:00:00 AM","4200.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","25/08/2013 12:00:00 AM","4115.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","27/08/2013 12:00:00 AM","4065.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","12/10/2013 12:00:00 AM","4000.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/08/2013 12:00:00 AM","3799.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","07/10/2013 12:00:00 AM","3600.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","09/08/2013 12:00:00 AM","3485.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","28/02/2014 12:00:00 AM","3444.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","25/07/2013 12:00:00 AM","3340.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","03/10/2013 12:00:00 AM","3335.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","21/04/2014 12:00:00 AM","3300.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","11/10/2013 12:00:00 AM","3100.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","08/07/2013 12:00:00 AM","3056.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","31/01/2014 12:00:00 AM","3013.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","14/09/2013 12:00:00 AM","3000.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","04/10/2013 12:00:00 AM","2933.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","24/02/2014 12:00:00 AM","2860.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","24/10/2013 12:00:00 AM","2840.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","08/07/2013 12:00:00 AM","2816.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","10/10/2013 12:00:00 AM","2815.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","09/08/2013 12:00:00 AM","2805.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","20/09/2013 12:00:00 AM","2800.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","05/10/2013 12:00:00 AM","2730.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","12/09/2013 12:00:00 AM","2607.0000",
"Palmer Coolum Resort","PO Box 78","COOLUM BEACH","QLD","4573","Palmer United Party","08/07/2013 12:00:00 AM","2596.0000",
